,rt_id,critic_id,review_score
2551,m/batman_begins,1938,83.0
2552,m/batman_forever,5871,25.0
2553,m/batman_forever,5931,87.5
2554,m/batman_returns,2578,80.0
2555,m/batman_returns,2620,100.0
2556,m/batman_the_killing_joke,2860,60.0
2558,m/batman_the_movie,2620,0.0
2560,m/batman_v_superman_dawn_of_justice,5191,75.0
2561,m/batman_v_superman_dawn_of_justice,4432,42.0
2562,m/bats,2578,30.0
2564,m/battle_in_seattle,1625,62.5
2565,m/battle_in_seattle,602,50.0
2566,m/battle_of_shaker_heights,1826,67.0
2567,m/battle_of_shaker_heights,3865,50.0
2568,m/battle_of_the_sexes,2319,75.0
2569,m/battle_of_the_sexes,1575,57.99999999999999
2570,m/battle_of_the_year,1836,37.5
2572,m/battlefield_earth,2169,12.5
2573,m/battlefield_earth,3980,12.5
2575,m/battleship,5727,40.0
2576,m/baywatch_2017,3553,20.0
2578,m/be_cool,1938,25.0
2579,m/be_cool,355,40.0
2580,m/be_kind_rewind,1938,50.0
2581,m/be_kind_rewind,3421,80.0
2583,m/beach,2526,70.0
2586,m/bean,5316,62.5
2587,m/bean,6307,20.0
2588,m/beastly,4967,12.5
2589,m/beastly,2424,75.0
2591,m/beasts_of_the_southern_wild,4424,90.0
2592,m/beatles_a_hard_days_night,4655,100.0
2593,m/beatles_a_hard_days_night,2121,83.0
2594,m/beatles_the_help,5012,60.0
2596,m/beats,6169,60.0
2597,m/beats,6169,60.0
2598,m/beautiful_boxer,3586,70.0
2599,m/beautiful_boxer,944,75.0
2600,m/beautiful_country,1938,75.0
2602,m/beautiful_creatures,1985,91.0
2603,m/beautiful_creatures,1985,91.0
2604,m/beautiful_girls,3829,57.99999999999999
2605,m/beautiful_girls,4817,100.0
2606,m/beautiful_mind,1836,25.0
2607,m/beautiful_mind,3128,70.0
2609,m/beautiful_thing,5316,75.0
2610,m/beauty_and_the_beast_1991,4812,75.0
2612,m/because_i_said_so,1938,57.99999999999999
2613,m/because_i_said_so,3558,12.5
2614,m/because_of_winndixie,2133,100.0
2616,m/becky_2020,5320,37.5
2617,m/becky_2020,4513,37.5
2619,m/becoming_2020_2,5941,100.0
2620,m/becoming_jane,5160,50.0
2621,m/becoming_jane,5797,60.0
2623,m/bedknobs_and_broomsticks,5242,60.0
2624,m/bedtime_stories,355,20.0
2627,m/bee_movie,2374,50.0
2628,m/bee_season,3311,50.0
2629,m/bee_season,5160,60.0
2630,m/beerfest,3269,50.0
2631,m/beerfest,1865,80.0
2632,m/beeswax,5495,80.0
2633,m/beeswax,414,75.0
2634,m/beetlejuice,2620,75.0
2635,m/beetlejuice,5316,50.0
2636,m/before_i_fall,2319,67.0
2638,m/before_i_go_to_sleep,4666,60.0
2639,m/before_i_go_to_sleep,2654,60.0
2640,m/before_midnight_2013,1401,40.0
2641,m/before_midnight_2013,1401,40.0
2642,m/before_night_falls,2133,80.0
2643,m/before_night_falls,5821,80.0
2646,m/before_sunset,5593,90.0
2647,m/before_sunset,3311,70.0
2648,m/before_the_devil_knows_youre_dead,1865,90.0
2651,m/before_we_go,1625,50.0
2653,m/begin_again_2013,3544,50.0
2654,m/beginners,1625,62.5
2657,m/behind_the_candelabra,1770,80.0
2658,m/behind_the_mask_the_rise_of_leslie_vernon,5593,80.0
2659,m/behind_the_mask_the_rise_of_leslie_vernon,1984,80.0
2660,m/being_flynn,1865,80.0
2661,m/being_flynn,2952,90.0
2662,m/being_john_malkovich,5214,100.0
2665,m/being_julia,5360,62.5
2666,m/being_there,5369,90.0
2667,m/being_there,6047,100.0
2668,m/beirut,1401,80.0
2669,m/beirut,6189,60.0
2670,m/bel_ami_2011,2675,60.0
2671,m/bel_ami_2011,2675,60.0
2672,m/belle_2014,2399,60.0
2673,m/belle_2014,2399,60.0
2677,m/below,3351,60.0
2678,m/ben_hur_2016,595,78.3
2680,m/benchwarmers,1564,20.0
2681,m/benchwarmers,4942,70.0
2682,m/bend_it_like_beckham,2456,75.0
2683,m/bend_it_like_beckham,2663,80.0
2684,m/benjamin,2849,100.0
2686,m/benji_off_the_leash,2008,62.5
2687,m/benji_off_the_leash,2121,50.0
2688,m/beowulf,6285,40.0
2689,m/beowulf,6285,40.0
2690,m/berberian_sound_studio_2012,5244,100.0
2691,m/berberian_sound_studio_2012,2360,80.0
2693,m/berlin_syndrome,2387,80.0
2695,m/bernie_2011,5160,80.0
2696,m/best_in_show,4655,60.0
2697,m/best_in_show,2121,91.0
2698,m/best_years_of_our_lives,2574,100.0
2699,m/best_years_of_our_lives,6047,100.0
2701,m/better_living_through_chemistry,2374,75.0
2702,m/better_luck_tomorrow,1985,91.0
2703,m/better_luck_tomorrow,2704,50.0
2704,m/better_watch_out,3456,75.0
2707,m/between_two_ferns_the_movie,4772,80.0
2708,m/between_worlds_2018,1685,10.0
2709,m/between_worlds_2018,2387,60.0
2710,m/beverly_hills_cop,1798,70.0
2711,m/beverly_hills_cop,1219,80.0
2712,m/beverly_hills_cop_2,5316,25.0
2713,m/beverly_hills_cop_2,5413,61.0
2714,m/beverly_hills_ninja,4476,80.0
2715,m/beverly_hills_ninja,2574,37.5
2716,m/bewitched,3269,80.0
2717,m/bewitched,3269,80.0
2719,m/beyond_borders,2374,42.0
2720,m/beyond_the_gates,1625,87.5
2721,m/beyond_the_gates,2209,50.0
2722,m/beyond_the_lights,2319,83.0
2723,m/beyond_the_lights,3368,75.0
2724,m/beyond_the_sea,5593,80.0
2725,m/beyond_the_sea,5160,70.0
2726,m/beyond_the_valley_of_the_dolls,5223,80.0
2727,m/beyond_the_valley_of_the_dolls,3558,87.5
2728,m/bicentennial_man,737,80.0
2730,m/big,2574,87.5
2731,m/big,5871,87.5
2732,m/big_ass_spider,6321,85.0
2733,m/big_ass_spider,1110,70.0
2734,m/big_bad_love,6286,12.5
2736,m/big_bad_wolves_2013,4714,62.5
2737,m/big_bad_wolves_2013,1806,100.0
2738,m/big_bounce,891,60.0
2739,m/big_bounce,891,60.0
2740,m/big_chill,1219,80.0
2741,m/big_chill,4497,83.0
2743,m/big_daddy,5871,37.5
2744,m/big_easy,1798,70.0
2745,m/big_easy,5316,100.0
2746,m/big_eden,5871,75.0
2747,m/big_eden,944,75.0
2748,m/big_eyes,5419,20.0
2749,m/big_eyes,2480,80.0
2750,m/big_fat_liar,2937,40.0
2752,m/big_game_2015,2720,100.0
2754,m/big_hero_6,6297,80.0
2756,m/big_hit,4389,62.5
2757,m/big_hit,3726,40.0
2758,m/big_miracle,4967,62.5
2760,m/big_mommas_house,1714,60.0
2761,m/big_mommas_house,853,52.0
2762,m/big_mommas_like_father_like_son,5244,40.0
2763,m/big_mommas_like_father_like_son,3818,20.0
2765,m/big_night,459,80.0
2766,m/big_picture,5593,80.0
2767,m/big_picture,3510,60.0
2768,m/big_red_one,2816,100.0
2769,m/big_red_one,3671,60.0
2770,m/big_tease,3508,70.0
2771,m/big_tease,5214,50.0
2772,m/big_top_pee_wee,5316,50.0
2773,m/big_top_pee_wee,5593,60.0
2774,m/big_trouble_in_little_china,5316,50.0
2776,m/biker_boyz,1836,25.0
2777,m/biker_boyz,5012,33.0
2778,m/bill_and_ted_face_the_music,5613,80.0
2779,m/bill_and_ted_face_the_music,6205,75.0
2780,m/bill_and_teds_bogus_journey,2833,70.0
2781,m/bill_and_teds_bogus_journey,5850,50.0
2782,m/billy_elliot,5871,70.0
2783,m/billy_elliot,5931,87.5
2785,m/billy_lynns_long_halftime_walk,4522,40.0
2786,m/billy_madison,1219,40.0
2787,m/billy_madison,2956,70.0
2788,m/billys_hollywood_screen_kiss,4490,60.0
2789,m/billys_hollywood_screen_kiss,5850,90.0
2790,m/biodome,4980,0.0
2791,m/biodome,1343,25.0
2792,m/bird,5316,87.5
2793,m/bird,5583,65.0
2794,m/bird_box,4424,75.0
2795,m/bird_box,1335,75.0
2796,m/bird_people,4787,50.0
2797,m/bird_people,2880,62.5
2799,m/birdcage,5316,75.0
2800,m/birth,5160,60.0
2802,m/birth_of_a_nation,6047,100.0
2803,m/birth_of_a_nation,6047,100.0
2804,m/birthday_girl,703,62.5
2805,m/birthday_girl,3128,60.0
2806,m/bitch_2017,4371,60.0
2807,m/bitch_2017,2516,70.0
2808,m/bitter_harvest_2017,5320,50.0
2809,m/bitter_harvest_2017,5320,50.0
2810,m/biutiful,5495,90.0
2811,m/biutiful,1625,37.5
2812,m/black-and-white1999,5583,30.0
2813,m/black-and-white1999,5583,30.0
2814,m/black_47,1575,57.99999999999999
2817,m/black_balloon,5160,80.0
2818,m/black_cauldron,1604,100.0
2819,m/black_cauldron,5316,87.5
2820,m/black_dahlia,3487,100.0
2821,m/black_dahlia,1241,30.0
2823,m/black_death-2010,2291,60.0
2824,m/black_dynamite,5111,70.0
2825,m/black_dynamite,2640,80.0
2826,m/black_hawk_down,1836,62.5
2827,m/black_hawk_down,3128,80.0
2829,m/black_or_white,3544,25.0
2830,m/black_panther_2018,5038,100.0
2832,m/black_rock_2011,4626,42.0
2833,m/black_rock_2011,4765,42.0
2834,m/black_sea,437,60.0
2836,m/black_snake_moan,5111,70.0
2839,m/black_swan_2010,3742,100.0
2840,m/blackhat,4240,60.0
2841,m/blackhat,4230,80.0
2842,m/blackthorn,4714,37.5
2843,m/blackthorn,3524,62.5
2845,m/blade_ii,737,80.0
2847,m/blade_runner,5979,87.5
2848,m/blade_runner_2049,3553,60.0
2850,m/blade_trinity,4714,37.5
2851,m/blade_trinity,355,20.0
2852,m/blades_of_glory,1865,70.0
2853,m/blades_of_glory,5001,87.5
2854,m/blair_witch,2952,90.0
2855,m/blair_witch,5844,80.0
2856,m/blair_witch_project,240,80.0
2857,m/blair_witch_project,1698,67.0
2859,m/blame_it_on_rio,3510,40.0
2860,m/blancanieves,2720,67.0
2861,m/blancanieves,311,80.0
2862,m/blaze_2018,1575,67.0
2863,m/blaze_2018,1575,67.0
2864,m/blazing_saddles,1798,80.0
2865,m/blazing_saddles,1219,80.0
2867,m/blended,5719,50.0
2869,m/bless_the_child,1985,42.0
2870,m/blind_2015,6321,90.0
2871,m/blind_2015,6321,90.0
2872,m/blind_dating,2121,25.0
2873,m/blind_dating,841,33.0
2874,m/blindspotting,38,83.0
2875,m/blindspotting,1994,67.0
2879,m/blitz_2011,1599,60.0
2880,m/blockers,2647,60.0
2881,m/blockers,863,80.0
2882,m/blood_2012,5662,40.0
2883,m/blood_2012,5662,40.0
2884,m/blood_and_chocolate,2138,3.0
2885,m/blood_and_chocolate,841,50.0
2887,m/blood_diamond,2374,83.0
2888,m/blood_done_sign_my_name,2374,83.0
2889,m/blood_done_sign_my_name,6043,40.0
2890,m/blood_father,4743,80.0
2891,m/blood_father,740,40.0
2893,m/blood_on_her_name,2344,67.0
2895,m/blood_quantum,6014,75.0
2896,m/blood_simple,1621,87.5
2897,m/blood_simple,3051,80.0
2898,m/blood_ties_2013,6342,60.0
2899,m/blood_ties_2013,1110,80.0
2900,m/blood_work,5360,37.5
2901,m/blood_work,2374,62.5
2902,m/bloodrayne,1112,40.0
2903,m/bloodrayne,841,0.0
2904,m/bloodsport,5593,40.0
2905,m/bloodsport,903,60.0
2906,m/bloodsucking_bastards,1272,50.0
2907,m/bloodsucking_bastards,5320,37.5
2908,m/bloody_sunday,4649,80.0
2909,m/bloody_sunday,6282,80.0
2911,m/blow,1819,75.0
2912,m/blow_out,1819,87.5
2913,m/blow_out,1698,67.0
2914,m/blue_caprice_2013,6206,80.0
2915,m/blue_caprice_2013,4424,70.0
2916,m/blue_car,517,60.0
2917,m/blue_car,1836,75.0
2918,m/blue_crush,5360,62.5
2919,m/blue_crush,2374,75.0
2920,m/blue_jasmine,805,80.0
2921,m/blue_jasmine,5314,83.0
2923,m/blue_lagoon,5593,40.0
2924,m/blue_ruin,1575,86.0
2925,m/blue_ruin,1625,75.0
2926,m/blue_story,1511,80.0
2927,m/blue_story,3676,80.0
2928,m/blue_streak,6320,67.0
2929,m/blue_streak,6125,50.0
2930,m/blue_valentine,5111,60.0
2933,m/blue_velvet,5316,25.0
2934,m/blues_brothers,3542,80.0
2935,m/blues_brothers,2816,100.0
2936,m/blues_brothers_2000,1935,20.0
2937,m/blues_brothers_2000,3985,90.0
2939,m/boarding_gate,3311,50.0
2941,m/boat_trip,5160,20.0
2942,m/bobby_jones_stroke_of_genius,2121,42.0
2944,m/bodied,4203,80.0
2946,m/body_at_brighton_rock,846,37.5
2947,m/body_at_brighton_rock,4036,60.0
2949,m/body_cam,4667,50.0
2950,m/body_double,2820,60.0
2951,m/body_double,2865,50.0
2952,m/body_of_evidence,5316,12.5
2953,m/body_of_evidence,2574,25.0
2954,m/body_snatchers,5316,100.0
2955,m/body_snatchers,4451,60.0
2956,m/bohemian_rhapsody,849,50.0
2957,m/bohemian_rhapsody,3638,80.0
2958,m/bolero_1984,2558,0.0
2962,m/bone_collector,2956,70.0
2963,m/bone_collector,6307,40.0
2968,m/bonfire_of_the_vanities,5316,62.5
2969,m/bonfire_of_the_vanities,2457,40.0
2970,m/bonneville,2720,16.0
2971,m/bonneville,1865,40.0
2972,m/bonnie_and_clyde,6047,100.0
2974,m/boogeyman,1819,25.0
2975,m/boogeyman,4953,37.5
2978,m/book_club,2969,62.5
2979,m/book_club,2217,62.5
2980,m/boondock_saints,703,37.5
2981,m/boondock_saints,2653,70.0
2983,m/boondock_saints_ii_all_saints_day,1865,65.0
2984,m/borat,2956,70.0
2985,m/borat,5593,100.0
2986,m/borgman,1020,60.0
2987,m/borgman,2897,91.0
2988,m/boricuas_bond,2,30.0
2989,m/born_on_the_fourth_of_july,1135,87.5
2990,m/born_on_the_fourth_of_july,5316,100.0
2991,m/bottle_rocket,2973,75.0
2992,m/bottle_rocket,1219,80.0
2994,m/bottle_shock,2374,83.0
2996,m/boulevard_2014,998,50.0
2997,m/bounce,4930,50.0
2998,m/bounce,3683,80.0
2999,m/bound,4389,100.0
3000,m/bound,4389,100.0
3001,m/bourne_identity,2166,70.0
3002,m/bourne_identity,1836,62.5
3003,m/bourne_supremacy,6286,87.5
3005,m/bourne_ultimatum,3265,80.0
3007,m/bowfinger,2337,86.0
3008,m/bowfinger,703,80.0
3010,m/boxcar_bertha,5593,60.0
3011,m/boy_2012,4290,91.0
3012,m/boy_2012,4290,91.0
3013,m/boy_a,4714,50.0
3014,m/boy_a,3358,90.0
3015,m/boy_and_his_dog,1219,70.0
3016,m/boy_and_his_dog,1798,60.0
3018,m/boy_culture,5160,60.0
3019,m/boy_erased,573,90.0
3022,m/boy_who_could_fly,5593,80.0
3023,m/boyhood,6342,100.0
3024,m/boyhood,311,80.0
3025,m/boys_and_girls,5598,50.0
3026,m/boys_and_girls,5871,25.0
3028,m/boys_dont_cry,4051,87.5
3029,m/boyz_n_the_hood,1135,75.0
3030,m/boyz_n_the_hood,5316,100.0
3031,m/brads_status,5579,90.0
3032,m/brads_status,3544,25.0
3033,m/bran-nue-day,5310,80.0
3034,m/bran-nue-day,6019,40.0
3035,m/brave_2012,805,80.0
3036,m/brave_2012,805,80.0
3037,m/brave_one,3538,20.0
3038,m/brave_one,3538,20.0
3039,m/brawl_in_cell_block_99,2897,91.0
3040,m/brawl_in_cell_block_99,6342,60.0
3042,m/breach,1836,50.0
3043,m/break_point,220,80.0
3044,m/break_point,1272,25.0
3045,m/break_up,1938,42.0
3047,m/breakfast_at_tiffanys,2574,75.0
3048,m/breakfast_at_tiffanys,1957,80.0
3049,m/breakfast_club,2574,75.0
3050,m/breakfast_club,1102,60.0
3051,m/breakfast_with_scot,2834,75.0
3052,m/breakfast_with_scot,1625,62.5
3053,m/breakin_all_the_rules,1836,37.5
3054,m/breakin_all_the_rules,4812,57.99999999999999
3055,m/breaking_and_entering,3538,40.0
3056,m/breaking_and_entering,5160,60.0
3058,m/breaking_away,5593,86.0
3060,m/breaking_in_2018,6321,72.0
3061,m/breaking_the_waves,459,60.0
3062,m/breaking_the_waves,5214,100.0
3063,m/breakthrough_2019,2715,83.0
3064,m/breakthrough_2019,2715,83.0
3065,m/breathe_2017,5793,60.0
3066,m/breathe_2017,1994,75.0
3067,m/breathe_in,2866,80.0
3068,m/breathe_in,4424,40.0
3069,m/breathless,2220,100.0
3070,m/breathless,2220,100.0
3071,m/brick,2008,87.5
3072,m/brick,2869,90.0
3073,m/brick_lane,5160,80.0
3074,m/brick_lane,498,80.0
3076,m/brick_mansions,2720,67.0
3077,m/bride_of_chucky,1819,50.0
3078,m/bride_of_chucky,1892,75.0
3079,m/bride_of_the_wind,2374,62.5
3081,m/bride_wars,5001,50.0
3082,m/bride_wars,4812,50.0
3083,m/brideshead_revisited,1938,67.0
3084,m/brideshead_revisited,2574,75.0
3085,m/bridesmaids_2011,3184,91.0
3087,m/bridge_of_spies,3265,80.0
3089,m/bridge_on_the_river_kwai,4169,90.0
3090,m/bridge_on_the_river_kwai,6047,100.0
3091,m/bridge_to_terabithia,2574,87.5
3092,m/bridge_to_terabithia,5871,75.0
3093,m/bridge_too_far,837,100.0
3094,m/bridge_too_far,2457,60.0
3095,m/bridges_of_madison_county,1135,62.5
3096,m/bridges_of_madison_county,1219,40.0
3097,m/bridget_jones_diary,743,75.0
3099,m/bridget_jones_the_edge_of_reason,5582,62.5
3100,m/bridget_jones_the_edge_of_reason,1836,25.0
3101,m/bridget_joness_baby_2016,2675,80.0
3102,m/bridget_joness_baby_2016,5797,80.0
3103,m/brief_interviews_with_hideous_men,5111,60.0
3104,m/brief_interviews_with_hideous_men,5593,40.0
3105,m/bright,263,20.0
3106,m/bright,2588,40.0
3108,m/bright_star,1704,80.0
3110,m/bright_young_things,4659,60.0
3111,m/brighton_rock-2010,4685,40.0
3112,m/brighton_rock-2010,4685,40.0
3113,m/brigsby_bear_2017,4371,70.0
3114,m/brigsby_bear_2017,5618,87.5
3115,m/bring_it_on,3051,50.0
3116,m/bring_it_on,5296,75.0
3117,m/bringing_down_the_house,1819,62.5
3118,m/bringing_down_the_house,2574,75.0
3119,m/bringing_out_the_dead,2169,91.0
3120,m/bringing_out_the_dead,5035,80.0
3121,m/bringing_up_baby,2816,100.0
3122,m/bringing_up_baby,6047,100.0
3123,m/broadcast_news,4099,75.0
3125,m/broadway_danny_rose,1219,70.0
3126,m/broadway_danny_rose,2653,86.0
3127,m/broadway_melody,2574,50.0
3128,m/broadway_melody,4169,60.0
3129,m/brokeback_mountain,4966,100.0
3130,m/brokeback_mountain,3538,50.0
3131,m/brokedown_palace,4169,30.0
3132,m/brokedown_palace,5316,75.0
3135,m/broken_english,1938,67.0
3136,m/broken_english,1938,67.0
3137,m/broken_flowers,5688,70.0
3138,m/broken_flowers,1938,75.0
3139,m/bronson,5593,80.0
3140,m/bronson,5111,60.0
3141,m/bronx_tale,5316,100.0
3142,m/bronx_tale,5593,100.0
3143,m/brood,1698,57.99999999999999
3144,m/brood,5593,80.0
3145,m/brooklyn,3648,75.0
3146,m/brooklyn,5241,100.0
3147,m/brooklyn_rules,2374,83.0
3148,m/brooklyn_rules,3311,80.0
3149,m/brooklyns_finest,1938,50.0
3150,m/brooklyns_finest,1296,75.0
3151,m/brother_bear,1836,37.5
3152,m/brother_bear,5554,50.0
3153,m/brother_to_brother,2142,100.0
3154,m/brother_to_brother,4833,75.0
3155,m/brotherhood_2010,4742,40.0
3156,m/brotherhood_2010,4742,40.0
3157,m/brothers_bloom,1718,90.0
3158,m/brothers_bloom,2043,75.0
3159,m/brothers_grimm,3311,80.0
3160,m/brothers_grimm,2142,75.0
3161,m/brothers_of_the_head,4833,100.0
3162,m/brothers_of_the_head,4714,75.0
3163,m/brothers_solomon,5554,57.99999999999999
3165,m/brown_sugar,2507,50.0
3166,m/brown_sugar,5871,50.0
3167,m/bruce_almighty,5360,62.5
3170,m/bruno,1938,83.0
3171,m/bubba_ho_tep,4099,40.0
3172,m/bubba_ho_tep,4944,100.0
3173,m/bubble_boy,2374,12.5
3174,m/bubble_boy,1836,75.0
3175,m/bucket_list,3311,70.0
3176,m/bucket_list,1938,50.0
3177,m/bucky_larson_born_to_be_a_star,4626,16.0
3178,m/bucky_larson_born_to_be_a_star,2,10.0
3179,m/buffalo_66,3481,100.0
3181,m/buffalo_boys_2019,3456,67.0
3182,m/buffalo_boys_2019,5320,50.0
3184,m/buffalo_soldiers,2374,87.5
3185,m/buffy_the_vampire_slayer,2578,60.0
3186,m/buffy_the_vampire_slayer,4037,50.0
3187,m/bug,4291,80.0
3188,m/bug,4291,80.0
3190,m/bugs_life,1625,75.0
3191,m/bugsy,5316,100.0
3192,m/bugsy,3434,50.0
3193,m/bugsy_malone,743,60.0
3194,m/bugsy_malone,3510,60.0
3196,m/bull_2020,4667,70.0
3197,m/bull_durham,2574,87.5
3198,m/bull_durham,4817,60.0
3199,m/bullet_to_the_head,5662,30.0
3200,m/bullet_to_the_head,5826,40.0
3203,m/bullitt,1698,67.0
3205,m/bully,1219,80.0
3206,m/bully,1219,80.0
3208,m/bulworth,2374,90.0
3209,m/bumblebee,906,75.0
3210,m/bumblebee,4995,60.0
3211,m/bunraku,1110,7.000000000000001
3212,m/bunraku,1538,75.0
3213,m/burden_2017,3184,80.0
3214,m/burden_2017,2756,75.0
3215,m/buried,334,70.0
3216,m/buried,334,70.0
3217,m/burke_and_hare,311,40.0
3220,m/burlesque,5001,25.0
3221,m/burn_after_reading,3668,67.0
3222,m/burn_after_reading,1543,40.0
3223,m/burning_plain,3585,50.0
3224,m/burning_plain,1625,62.5
3225,m/burning_sands_2017,5618,75.0
3226,m/burning_sands_2017,3302,67.0
3227,m/burnt,901,40.0
3228,m/burnt,4943,80.0
3229,m/burying_the_ex_2015,2897,67.0
3230,m/burying_the_ex_2015,1698,57.99999999999999
3231,m/bushwick_2017,2387,60.0
3232,m/bushwick_2017,2720,75.0
3233,m/business_of_strangers,1985,67.0
3234,m/business_of_strangers,1836,75.0
3235,m/but_im_a_cheerleader,4037,50.0
3236,m/but_im_a_cheerleader,2804,37.5
3237,m/butcher_boy,2374,90.0
3238,m/butcher_boy,1219,100.0
3239,m/butt_boy,5084,85.0
3240,m/butt_boy,3403,60.0
3241,m/butter_2011,1020,60.0
3242,m/butter_2011,1020,60.0
3243,m/butterfly_effect,1512,100.0
3245,m/byzantium_2012,3184,57.99999999999999
3246,m/byzantium_2012,1110,70.0
3250,m/cabin_in_the_sky,3510,80.0
3251,m/cable_guy,3944,62.5
3252,m/cable_guy,1219,60.0
3253,m/caddyshack,5582,100.0
3254,m/caddyshack,1262,80.0
3256,m/caddyshack_2,209,0.0
3257,m/cadillac_records,3421,60.0
3258,m/cadillac_records,4714,50.0
3259,m/cafe_society_2016,5958,60.0
3260,m/cafe_society_2016,1296,25.0
3261,m/caine_mutiny,6047,100.0
3262,m/caine_mutiny,2630,100.0
3263,m/cairo_time,3837,60.0
3264,m/cairo_time,3837,60.0
3265,m/cake_2015,1020,40.0
3266,m/cake_2015,1020,40.0
3268,m/calendar_girls,5160,90.0
3269,m/california_suite,5593,60.0
3270,m/california_suite,4655,60.0
3271,m/call_me_by_your_name,2319,100.0
3272,m/call_me_by_your_name,0,91.0
3273,m/callas_forever,1836,37.5
3274,m/callas_forever,2374,83.0
3276,m/calvary_2013,1110,90.0
3278,m/camp,1985,67.0
3279,m/camp_x_ray,311,60.0
3280,m/camp_x_ray,6342,40.0
3281,m/candidate,1698,83.0
3282,m/candidate,1219,90.0
3283,m/candy,1625,75.0
3284,m/candy,1625,75.0
3285,m/candyman,5316,75.0
3286,m/candyman,1135,37.5
3287,m/candyman_farewell_to_the_flesh,5316,50.0
3288,m/candyman_farewell_to_the_flesh,3985,60.0
3289,m/cant_buy_me_love,5316,12.5
3291,m/cant_hardly_wait,5871,37.5
3292,m/cant_hardly_wait,1219,80.0
3293,m/capone_2020,652,80.0
3294,m/capone_2020,652,80.0
3297,m/captain_abu_raed,5444,50.0
3298,m/captain_abu_raed,2799,75.0
3299,m/captain_america_1990,5593,20.0
3300,m/captain_america_1990,5593,20.0
3301,m/captain_america_civil_war,5391,91.0
3302,m/captain_america_civil_war,849,87.5
3303,m/captain_america_the_first_avenger,2374,75.0
3305,m/captain_america_the_winter_soldier_2014,4787,67.0
3306,m/captain_america_the_winter_soldier_2014,5372,90.0
3307,m/captain_corellis_mandolin,2220,80.0
3308,m/captain_corellis_mandolin,2456,62.5
3309,m/captain_fantastic,1110,80.0
3310,m/captain_fantastic,4812,40.0
3311,m/captain_marvel,5579,90.0
3312,m/captain_marvel,3169,60.0
3313,m/captain_phillips,1994,75.0
3315,m/captain_ron,1135,37.5
3316,m/captain_ron,2414,40.0
3317,m/captive_2015,2628,20.0
3318,m/captive_2015,2628,20.0
3320,m/captive_state,668,60.0
3321,m/captivity,1704,20.0
3323,m/carlitos_way,5871,50.0
3324,m/carlitos_way,5316,87.5
3326,m/carnage,6342,80.0
3327,m/carnal_knowledge,1428,82.0
3328,m/carnal_knowledge,2628,90.0
3329,m/carol,2897,100.0
3330,m/carol,1770,100.0
3331,m/carpool_1996,6205,33.0
3332,m/carpool_1996,3944,12.5
3334,m/cars,3269,90.0
3335,m/cars_2,805,60.0
3336,m/cars_2,1805,75.0
3337,m/cars_3,1994,83.0
3338,m/cars_3,1764,70.0
3339,m/case_39,5844,40.0
3340,m/case_39,347,60.0
3341,m/cashback,2704,40.0
3342,m/cashback,2770,80.0
3343,m/casino-jack,1625,50.0
3344,m/casino-jack,5593,45.0
3345,m/casper,604,25.0
3346,m/casper,3018,40.0
3347,m/cassandras_dream,1625,75.0
3348,m/cassandras_dream,3311,80.0
3349,m/cast_away,2133,100.0
3350,m/cast_away,3909,40.0
3351,m/castle_in_the_ground,1037,87.5
3352,m/castle_in_the_ground,4772,80.0
3353,m/casualties_of_war,5593,80.0
3354,m/casualties_of_war,3671,80.0
3356,m/catch_22,2605,87.5
3357,m/catch_a_fire,2043,57.99999999999999
3358,m/catch_a_fire,1938,67.0
3360,m/catch_and_release,2915,50.0
3363,m/catch_that_kid,355,0.0
3364,m/catch_that_kid,4379,70.0
3365,m/catfight_2017,1994,67.0
3366,m/catfight_2017,668,60.0
3368,m/cats_and_dogs,2121,57.99999999999999
3369,m/cats_and_dogs_the_revenge_of_kitty_galore,5710,0.0
3370,m/cats_and_dogs_the_revenge_of_kitty_galore,2748,37.5
3371,m/cats_dont_dance,4494,37.5
3373,m/cats_meow,3693,62.5
3374,m/cats_meow,1836,50.0
3376,m/catwoman,5549,40.0
3378,m/cavalcade,2574,75.0
3379,m/cave,355,0.0
3380,m/cave,355,0.0
3381,m/cbgb,6189,40.0
3382,m/cbgb,1296,42.0
3383,m/cecil_b_demented,2121,0.0
3384,m/cecil_b_demented,5305,25.0
3385,m/cedar_rapids_2010,1110,70.0
3386,m/cedar_rapids_2010,1865,70.0
3388,m/cell_2016,4722,33.0
3389,m/cellular,1819,62.5
3390,m/cellular,5001,75.0
3391,m/cemetery_junction,65,60.0
3393,m/center_of_the_world,2,20.0
3394,m/center_of_the_world,3954,50.0
3395,m/center_stage,4817,60.0
3397,m/centigrade_2020,4196,50.0
3398,m/centigrade_2020,5296,75.0
3399,m/central_intelligence,5320,62.5
3400,m/central_intelligence,1992,50.0
3401,m/centurion,5593,70.0
3403,m/certain_women_2016,4432,75.0
3406,m/cesar_chavez_an_american_hero,5793,60.0
3407,m/chalet_girl,1288,70.0
3408,m/chalet_girl,4268,60.0
3409,m/chalk,1984,100.0
3410,m/chalk,4770,90.0
3411,m/chan_is_missing,2450,80.0
3412,m/chan_is_missing,5952,80.0
3413,m/changeling,3510,90.0
3414,m/changeling,1625,75.0
3415,m/changing_lanes,2507,80.0
3416,m/changing_lanes,1836,75.0
3417,m/chaos_theory,841,91.0
3419,m/chaplin,5316,50.0
3420,m/chaplin,5316,50.0
3421,m/chappaquiddick,5920,40.0
3422,m/chappaquiddick,4203,70.0
